"SL No.","UPC Code","Item Name","Company Name","Category Name","Purchase Price","Sale Price",Category,Offer,"Available Quantity"
38,9556311891321,"Prodental B dental floss stick 24pcs","Tradesworth Household Limited","Personal Care",58,80,"Personal Care",0,4
39,9556311221272,"Prodental B idal dental floss pick 50pcs","Tradesworth Household Limited","Personal Care",125,165,"Personal Care",0,2
40,9556311891208,"Prodental B fresh mint tooth paste 175gm","Tradesworth Household Limited","Personal Care",130,175,"Personal Care",0,4
41,9556311891208,"Prodental B fresh mint tooth paste 175gm","Tradesworth Household Limited","Personal Care",130,175,"Personal Care",0,2
42,8901571005659,"Sensodyne Fresh Mint Tooth Paste 130g IND","Organix GSK","Personal Care",248.89,280,"Personal Care",0,13
43,8941100651360,"Pepsodent germi check toothpaste 100gm",Uniliver,"Personal Care",61.25,70,"Personal Care",0,22
44,8901314077790,"Colgate visible white toothpaste 100gm","ACI Limited","Personal Care",141.59,160,"Personal Care",0,11
45,8901207500657,"Meswak toothpase 100gm","Asian Consumer Care","Personal Care",42.1,55,"Personal Care",0,25
46,8901207500657,"Meswak toothpase 100gm","Asian Consumer Care","Personal Care",42.1,55,"Personal Care",0,11
47,5000347016455,"Sensodyne original 100gm IMP ","Mela International","Personal Care",304.62,420,"Personal Care",0,1
48,5000347016455,"Sensodyne original 100gm IMP ","Mela International","Personal Care",304.62,420,"Personal Care",0,13
49,5000347016448,"Sensodyne total care 100gm IMP","Mela International","Personal Care",330,420,"Personal Care",0,8
50,8901207500633,"Meswak toothpase 50gm","Asian Consumer Care","Personal Care",20,28,"Personal Care",0,20
51,8941100650813,"Closeup menthol fresh 145gm",Uniliver,"Personal Care",93,105,"Personal Care",0,11
52,8901314021045,"Colgate Herbal 200gm IMP","ACI Limited","Personal Care",106.5,120,"Personal Care",0,10
53,8901314009784,"Colgate active salt toothpaste 50gm IMP","ACI Limited","Personal Care",38.2,45,"Personal Care",0,3
54,8901314010520,"Colgate strong teeth 100gm IMP","ACI Limited","Personal Care",62,70,"Personal Care",0,6
55,8941100651346,"Pepsodent germi check 45gm",Uniliver,"Personal Care",28.25,32,"Personal Care",0,1
56,025929122206,"Colour Me Gold Perfum 90 ml","Banijjo international","Personal Care",900,1150,"Personal Care",0,5
57,025929122206,"Colour Me Gold Perfum 90 ml","Banijjo international","Personal Care",900,1150,"Personal Care",0,2
58,8901571004102,"Sensodyne Fresh Mint Tooth Paste 40g IND",GSK,"Personal Care",102.22,115,"Personal Care",0,5
59,8901571004102,"Sensodyne Fresh Mint Tooth Paste 40g IND",GSK,"Personal Care",102.22,115,"Personal Care",0,12
60,8901571004102,"Sensodyne Fresh Mint Tooth Paste 40g IND",GSK,"Personal Care",102.22,115,"Personal Care",0,6
61,8901571004096,"Sensodyne Fresh Mint Tooth Paste 70g IND","Organix GSK","Personal Care",173.33,195,"Personal Care",0,8
62,8901571004096,"Sensodyne Fresh Mint Tooth Paste 70g IND","Organix GSK","Personal Care",173.33,195,"Personal Care",0,2
63,8901571004096,"Sensodyne Fresh Mint Tooth Paste 70g IND","Organix GSK","Personal Care",173.33,195,"Personal Care",0,12
64,8941100650820,"Closeup menthol fresh toothpaste 100gm",Uniliver,"Personal Care",68.75,78,"Personal Care",0,6
65,8941100651834,"closeup menthol fresh 50gm",Uniliver,"Personal Care",35.5,40,"Personal Care",0,1
66,025929121957,"Colour Me Gold Perfum 50 ml","Glo Brands","Personal Care",480,625,"Personal Care",0,1
67,8901888000897,"Dabur Red paste 200gm","Asian Consumer Care","Personal Care",90,110,"Personal Care",0,16
68,8902714330072,"Meswak Toothpaste 200gm","Asian Consumer Care","Personal Care",79,95,"Personal Care",0,8
69,8902714330072,"Meswak Toothpaste 200gm","Asian Consumer Care","Personal Care",79,95,"Personal Care",0,12
70,025929121506,"Colour Me Red Perfum 50 ml","Glo Brands","Personal Care",428,625,"Personal Care",0,3
71,025929121605,"Colour Me Purple Perfum 50 ml","Glo Brands","Personal Care",468,625,"Personal Care",0,2
72,8901314009081,"Colgate active salt toothpaste 200gm IMP","ACI Limited","Personal Care",112,125,"Personal Care",0,16
73,8941100500736,"White plus toothpaste 200gm","SQUARE TOILETRIES LIMITED","Personal Care",83.5,105,"Personal Care",0,1
74,8941100500132,"Magic Tooth powder 100gm","SQUARE TOILETRIES LIMITED","Personal Care",28,38,"Personal Care",0,8
75,9556311222187,"Procare Mouthwash fresh mint 100ml","Tradesworth Household Limited","Personal Care",100,135,"Personal Care",0,3
76,4005900207975,"Nivea Men B.D Energy Body Spray 120 ml","International Distribution Co BD Pvt","Personal Care",275,375,"Personal Care",0,1
77,9556311991267,"Procare mouthwash cool mint 250ml","Tradesworth Household Limited","Personal Care",185,255,"Personal Care",0,2
78,4005900332950,"Nivea Men B.D Sprint Body Spray 120 ml","International Distribution Co BD Pvt","Personal Care",275,375,"Personal Care",0,2
79,9556311222170,"Procare mouthwash cool mint 100ml","Tradesworth Household Limited","Personal Care",100,135,"Personal Care",0,3
80,4005900332943,"Nivea Men B.D intense Body Spray 120 ml","International Distribution Co BD Pvt","Personal Care",275,375,"Personal Care",0,2
81,4005900207999,"Nivea Men B.D ice cool Body Spray 120 ml","International Distribution Co BD Pvt","Personal Care",275,375,"Personal Care",0,3
82,4005900207999,"Nivea Men B.D ice cool Body Spray 120 ml","International Distribution Co BD Pvt","Personal Care",275,375,"Personal Care",0,1
83,9556311221289,"Procare mouthwash freshmint 250ml","Tradesworth Household Limited","Personal Care",200,255,"Personal Care",0,2
84,8696630130723,"Cool breeze quantum energy body spray 200ml","ELIT MARKETING CO","Personal Care",175,235,"Personal Care",0,3
85,8696630130693,"Cool breeze cobalt reflect body spray 200ml","ELIT MARKETING CO","Personal Care",175,235,"Personal Care",0,2
86,8696630130792,"Cool breeze oxygen dose body spray 200ml","ELIT MARKETING CO","Personal Care",175,235,"Personal Care",0,1
87,8885009978985,"Sport Pour Homme Eau De Toilette Parfum 100ml","Banijjo international","Personal Care",675,810,"Personal Care",0,1
88,8696630130709,"Cool breeze extreme limit body spray 200ml","ELIT MARKETING CO","Personal Care",175,235,"Personal Care",0,2
89,8696630130648,"Cool breeze cotton touch body spray 200ml","ELIT MARKETING CO","Personal Care",175,235,"Personal Care",0,3
90,8885009971801,"Knight Pour Homme Eau De Toilette Parfum 20ml","Banijjo international","Personal Care",135,205,"Personal Care",0,6
91,8885009971801,"Knight Pour Homme Eau De Toilette Parfum 20ml","Banijjo international","Personal Care",135,205,"Personal Care",0,24
92,6295124024719,"Disguise reflection women perfume 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,2
93,6295124024672,"Disguise carnival women body spray 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,1
94,6295124024696,"Disguise deception perfume women 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,1
95,6295124024702,"Disguise Masquerade perfume women 100gm","Banijjo international","Personal Care",600,750,"Personal Care",0,3
96,6295124024658,"Disguise reflation perfume men 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,3
97,8885009979708,"Aqua Bleu Eau De Toilette Parfum 100ml","Banijjo international","Personal Care",620,810,"Personal Care",0,1
98,6295124024627,"Disguise clandestine perfume men 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,2
99,8885009979753,"Soul Essence Eau De Toilette Parfum 100ml","Banijjo international","Personal Care",675,810,"Personal Care",0,2
100,6295124024610,"Disguise carnival perfume men 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,1
101,6295124024641,"Disguise masqurade perfume men 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,2
102,088021511149,"Cute Romance Eau De Parfum 60ml","MOUSUMI ENTERPRISES LTD ","Personal Care",200,225,"Personal Care",0,1
103,6295124024634,"Disguise deception perfume men 100ml","Banijjo international","Personal Care",600,750,"Personal Care",0,1
104,6295124024726,"Disguise stimulate perfume men 100ml","BRAND CONNECT","Personal Care",600,750,"Personal Care",0,2
105,6295124024979,"Disguise stimulate body spray men 100ml","BRAND CONNECT","Personal Care",188,285,"Personal Care",0,3
106,6295124024955,"Disguise reflection body spray men 100ml","Banijjo international","Personal Care",188,285,"Personal Care",0,2
107,8906055790359,"Layer'r Shot Absolute Series Body Spray 135ml","Pearl International","Personal Care",308,385,"Personal Care",0,6
108,6295124024870,"Disguise carnival body spray men 200ml","Banijjo international","Personal Care",188,285,"Personal Care",0,2
109,8906055790281,"Layer'r Shot Power Play Body Spray 135ml","Pearl International","Personal Care",268,335,"Personal Care",0,2
110,6295124024900,"Disguise clandestine body spray women 200ml","BRAND CONNECT","Personal Care",188,285,"Personal Care",0,2
111,6295124024887,"Disguise carnivals body spray women 200ml","BRAND CONNECT","Personal Care",188,285,"Personal Care",0,3
112,6085010047225,"ED celebrity estiara body spray 200ml","Glo Brands","Personal Care",225,275,"Personal Care",0,1
113,6085010047836,"ED groony body spray 200ml","BRAND CONNECT","Personal Care",220,275,"Personal Care",0,2
114,6085010047997,"ED magnificent body spray 200ml ","Glo Brands","Personal Care",225,275,"Personal Care",0,1
115,6085010092119,"ED stag body spray 200ml","Glo Brands","Personal Care",220,275,"Personal Care",0,3
116,8906055790724,"Layer'r Shot Bullet Ammo Body Spray 120ml","BRAND CONNECT","Personal Care",248,350,"Personal Care",0,4
117,8906055790748,"Layer'r Shot Bullet Burst Body Spray 120ml","BRAND CONNECT","Personal Care",248,320,"Personal Care",0,5
118,6085010092126,"ED backpack body spray 200ml","Glo Brands","Personal Care",225,275,"Personal Care",0,1
119,8906055790755,"Layer'r Shot Bullet Reload Body Spray 120ml","BRAND CONNECT","Personal Care",240,320,"Personal Care",0,1
120,8906055790755,"Layer'r Shot Bullet Reload Body Spray 120ml","BRAND CONNECT","Personal Care",240,320,"Personal Care",0,3
121,8414135630360,"Nike turn it on body spray 150ml","Banijjo international","Personal Care",158,210,"Personal Care",0,1
122,8906055790731,"Layer'r Shot Bullet Bang Body Spray 120ml","BRAND CONNECT","Personal Care",248,320,"Personal Care",0,2
123,8414135630377,"Nike night fever body spray 150ml","Banijjo international","Personal Care",158,210,"Personal Care",0,3
124,8414135100191,"Nike life on coconut body spray 150ml","Banijjo international","Personal Care",165,210,"Personal Care",0,3
125,8414135100207,"Nike fruit burst body spray 150ml","Banijjo international","Personal Care",165,210,"Personal Care",0,2
126,8414135255761,"Nike ride body spray 200ml","Banijjo international","Personal Care",195,260,"Personal Care",0,2
127,8414135623256,"Nike ON FIRE body spray 200ML","HOSSEN TREADING INT ","Personal Care",210,299,"Personal Care",0,5
128,8414135255754,"Nike urban mask body spray 200ml","Banijjo international","Personal Care",210,260,"Personal Care",0,1
129,8414135255723,"Nike casual body spray 200ml","Banijjo international","Personal Care",210,260,"Personal Care",0,1
130,4005808594306,"Nivea whitening body spray 150ml","International Distribution Co BD Pvt","Personal Care",217,250,"Personal Care",0,2
131,4005808837311,"Nivea pearl & beauty body spray 150ml","International Distribution Co BD Pvt","Personal Care",217,250,"Personal Care",0,2
132,8941100501078,"Kool Saint body spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,5
133,8941100501054,"Kool Blue Passion Body Spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,2
134,8941100501023,"Kool Classic Body Spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,2
135,7640142778585,"Denim Gold Body Spray 150ml","Avijat Trading Crop","Personal Care",175,240,"Personal Care",0,5
136,8941100501061,"Kool Citrus Beat Body Spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,4
137,8941100501825,"Kool provoke body spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,4
138,8941100501818,"Kool Ignite Body Spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",180,220,"Personal Care",0,6
139,7640142779230,"Denim Desire Body Spray 150ml","Avijat Trading Crop","Personal Care",210,250,"Personal Care",0,3
140,025929154801,"America Body Spray Pink for Woman 150ml","Banijjo international","Personal Care",200,260,"Personal Care",0,1
141,025929154863,"America Body Spray Red for Woman 150ml","Banijjo international","Personal Care",200,260,"Personal Care",0,3
142,025929152302,"America Colours Body Spray 150ml","Banijjo international","Personal Care",198.85,260,"Personal Care",0,1
143,7640129895076,"Denim Musk Body Spray 150ml","Avijat Trading Crop","Personal Care",175,240,"Personal Care",0,4
144,3607340898907,"adidas deo body spray",Aponjon,"Personal Care",169,255,"Personal Care",0,1
145,0799439301702,"Dexe black hair shampoo  25ml*10","Devine corporation Ltd","Personal Care",285,400,"Personal Care",0,6
146,025929123715,"Colour Me Silver Body Spray 150ml","Banijjo international","Personal Care",195,260,"Personal Care",0,5
147,5010797007453,"Selsun suspention M T Dandruff 150ml","Mela International","Personal Care",340,440,"Personal Care",0,3
148,8696630132352,"Fawaris Sheer B.Spray for Woman 150ml","ELIT MARKETING CO","Personal Care",175,215,"Personal Care",0,2
149,8857101159036,"EverGlow facial scrub papaya & raspberry 175ml","UNION BD CONSUMER LTD","Personal Care",178,240,"Personal Care",0,3
150,8857101159036,"EverGlow facial scrub papaya & raspberry 175ml","UNION BD CONSUMER LTD","Personal Care",178,240,"Personal Care",0,2
151,614514060056,"Romance  B.Spray 200ml","UNION BD CONSUMER LTD","Personal Care",232,290,"Personal Care",0,4
152,025929154825,"America Body Spray Black for Woman 150ml","Banijjo international","Personal Care",200,260,"Personal Care",0,6
153,754604500120,"Hollywood zero dandruff conditioner 360ml  ","Banijjo international","Personal Care",375,500,"Personal Care",0,2
154,614514060094,"Emotion Pour Femme B.Spray 200ml","UNION BD CONSUMER LTD","Personal Care",245,290,"Personal Care",0,3
155,025929151206,"America Musk B.Spray","Banijjo international","Personal Care",210,260,"Personal Care",0,4
156,025929151206,"America Musk B.Spray","Banijjo international","Personal Care",210,260,"Personal Care",0,6
157,614514060179,"Romance for men forever 200ml",,"Personal Care",230,270,"Personal Care",0,1
158,8941100618790,"Sunsilk hair fall solution shampoo 375ml",Uniliver,"Personal Care",246.25,270,"Personal Care",0,1
159,8941100618790,"Sunsilk hair fall solution shampoo 375ml",Uniliver,"Personal Care",246.25,270,"Personal Care",0,3
160,8941100618790,"Sunsilk hair fall solution shampoo 375ml",Uniliver,"Personal Care",246.25,270,"Personal Care",0,3
161,8696630136749,"Rex Rooter b-spray for man","ELIT MARKETING CO","Personal Care",160,210,"Personal Care",0,1
162,813903000264,"Savlon Antiseptic Cream 60gm","ACI Limited","Personal Care",25,34,"Personal Care",0,60
163,614514060018,"Blue lady b-spray 200ml","UNION BD CONSUMER LTD","Personal Care",180,290,"Personal Care",0,7
164,8941100500576,"Kool Extra Moisture Saving Foam 100ml","SQUARE TOILETRIES LIMITED","Personal Care",110,125,"Personal Care",0,6
165,8941100500446,"Kool Monsoon Moisture Saving Foam 50ml","SQUARE TOILETRIES LIMITED","Personal Care",44.5,50,"Personal Care",0,11
166,8941100500965,"revive invigorative citrus b-spray 150ml","SQUARE TOILETRIES LIMITED","Personal Care",200,250,"Personal Care",0,5
167,088021511071,"Cute After Shave Lotion 50ml","MOUSUMI ENTERPRISES LTD ","Personal Care",44,65,"Personal Care",0,8
168,8941100283226,"Dettol 50ml","Rekit benkezer ltd","Personal Care",27,32,"Personal Care",0,2
169,8941100283226,"Dettol 50ml","Rekit benkezer ltd","Personal Care",27,32,"Personal Care",0,12
170,8941100283219,"Dettol 100gm","Rekit benkezer ltd","Personal Care",39.64,44,"Personal Care",0,6
171,11708101753200,"Savlon antiseptic 56ml","ACI Limited","Personal Care",26,30,"Personal Care",0,7
172,088021511064,"Cute After Shave Lotion 100ml","MOUSUMI ENTERPRISES LTD ","Personal Care",90,110,"Personal Care",0,6
173,8941100500996,"Kool After Shave Lotion 100ml","P And G ","Personal Care",105,160,"Personal Care",0,8
174,5025970023274,"Nivea Post Shave Balm 100ml","International Distribution Co BD Pvt","Personal Care",300,350,"Personal Care",0,5
175,8941100501689,"Kool Monsoon Moisture Shaving Cream 100gm","SQUARE TOILETRIES LIMITED","Personal Care",65,80,"Personal Care",0,11
176,7702018918041,"Gillette Fusion","P And G ","Personal Care",520,625,"Personal Care",0,2
177,11708101754100,"Elite Black Hair","ELIT MARKETING CO","Personal Care",32,50,"Personal Care",0,1
178,8941100500439,"Kool Frosty Saving Foam 50ml","SQUARE TOILETRIES LIMITED","Personal Care",44.5,55,"Personal Care",0,19
179,8941100648445,"Clare A.D anti hair fall shampoo 375ml",Uniliver,"Personal Care",273.17,310,"Personal Care",0,8
180,7640129895007,"Denim Orginal After Shave 100ml","Darkin Trade and Dristibution","Personal Care",200,260,"Personal Care",0,3
181,7640129895014,"Denim Musk After Shave 100ml","Darkin Trade and Dristibution","Personal Care",195,250,"Personal Care",0,2
182,079400266545,"Dove men fortifying shampoo 355ml","Banijjo international","Personal Care",340,410,"Personal Care",0,4
183,3086123132887,"Bic foam mousse 200ml",,"Personal Care",155,190,"Personal Care",0,4
184,3014260656737,"Gillette Foam 98gm",,"Personal Care",143.5,160,"Personal Care",0,2
185,4351785015502,"Bic Metal ",,"Personal Care",16,20,"Personal Care",0,41
186,8941100500569,"Kool After Shave Gel 50ml","SQUARE TOILETRIES LIMITED","Personal Care",50,60,"Personal Care",0,5
187,11708101755800,"Hi-Speedy hear color 3gm","Darkin Trade and Dristibution","Personal Care",8,14,"Personal Care",0,26
188,4791111106311,"Kumarika H.H.T dryness control shampoo 200ml","RIGS MARKETING","Personal Care",148,170,"Personal Care",0,9
189,8901023010309,"Godrej aloe & milk protein hair color 20gm","Godrej Household Products BD Pvt  L","Personal Care",36,45,"Personal Care",0,5
190,11708101756100,"Savlon Antiseptic 112gm","ACI Limited","Personal Care",37,40,"Personal Care",0,1
191,11708101756100,"Savlon Antiseptic 112gm","ACI Limited","Personal Care",37,40,"Personal Care",0,12
192,088021511088,"Cute After Shave 40ml","MOUSUMI ENTERPRISES LTD ","Personal Care",40,45,"Personal Care",0,8
193,11708101756400,"Elite Mehedi 25gm","ELIT MARKETING CO","Personal Care",20,45,"Personal Care",0,7
194,8941100648421,"Clear A.D soft & shiny shampoo 350ml",Uniliver,"Personal Care",273.17,310,"Personal Care",0,14
195,11708101756600,"Elite Nail Color Cream 15gm","ELIT MARKETING CO","Personal Care",24,35,"Personal Care",0,3
196,8941183007016,"Fay Cotton Buds 40pcs","KALLOL LTD ","Personal Care",10,12,"Personal Care",0,31
197,8901358702436,"Gillete Blue 2","P And G ","Personal Care",19,30,"Personal Care",0,14
198,8901358702436,"Gillete Blue 2","P And G ","Personal Care",19,30,"Personal Care",0,50
199,3086126636642,"Bic Body",,"Personal Care",28.75,35,"Personal Care",0,12
200,8941183007023,"Fay Cotton Buds 80Pcs","KALLOL LTD ","Personal Care",16,20,"Personal Care",0,35
201,8857101159012,"EverGlow facial scrub lemon & lemi 175ml","UNION BD CONSUMER LTD","Personal Care",170,255,"Personal Care",0,1
202,8806050294053,"Richenna Hair Color","Darkin Trade and Dristibution","Personal Care",90,130,"Personal Care",0,6
203,9556311221005,"Prodentalb Attitude","Tradesworth Household Limited","Personal Care",30,60,"Personal Care",0,12
204,4005808222698,"Nivea Men Shaving Foam 200ml","International Distribution Co BD Pvt","Personal Care",240,280,"Personal Care",0,4
205,9556311223467,"Prodentalab Champion","Tradesworth Household Limited","Personal Care",80,100,"Personal Care",0,10
206,8857101126090,"Yc whitening raspberry facial scrub 175ml","UNION BD CONSUMER LTD","Personal Care",178,225,"Personal Care",0,1
207,8857101126090,"Yc whitening raspberry facial scrub 175ml","UNION BD CONSUMER LTD","Personal Care",178,225,"Personal Care",0,3
208,9556311891161,"Prodentalb Ultra","Tradesworth Household Limited","Personal Care",32.57,69,"Personal Care",0,12
209,8941100500583,"Kool Shaving Foam 200ml","SQUARE TOILETRIES LIMITED","Personal Care",148,190,"Personal Care",0,2
210,9556311222828,"Prodentalb Miracle","Tradesworth Household Limited","Personal Care",69,100,"Personal Care",0,2
211,9556311222828,"Prodentalb Miracle","Tradesworth Household Limited","Personal Care",69,100,"Personal Care",0,6
212,3086126747934,"Bic Comfort Gel 200ml","BESTIN BRANDS PRIVATE LTD","Personal Care",265,330,"Personal Care",0,8
213,9556311229063,"Prodentalb Venus","Tradesworth Household Limited","Personal Care",85,120,"Personal Care",0,6
214,9556311221098,"Prodentalb Excellent","Tradesworth Household Limited","Personal Care",60,85,"Personal Care",0,6
215,8941102833344,"Dettol 500gm","Rekit benkezer ltd","Personal Care",126,140,"Personal Care",0,5
216,9556311221340,"Prodentalb Xtreme","Tradesworth Household Limited","Personal Care",100,160,"Personal Care",0,6
217,9556311221340,"Prodentalb Xtreme","Tradesworth Household Limited","Personal Care",100,160,"Personal Care",0,6
218,813903000288,"Savlon Antiseptic 1000ml","ACI Limited","Personal Care",197,220,"Personal Care",0,2
219,9556311223436,"Prodentalb Power","Tradesworth Household Limited","Personal Care",80,110,"Personal Care",0,2
220,813903000301,"Savlon Antiseptic 500ml","ACI Limited","Personal Care",112,125,"Personal Care",0,4
221,9556311223443,"prodentalb vision","Tradesworth Household Limited","Personal Care",75,105,"Personal Care",0,9
222,7640129895144,"Denim Shaving Foam 300ml","Darkin Trade and Dristibution","Personal Care",280,320,"Personal Care",0,2
223,9556311891130,"Prodentalb flexible","Tradesworth Household Limited","Personal Care",50,80,"Personal Care",0,4
224,8857101111171,"Yc whitening lemon & honey facial scrub 175ml","UNION BD CONSUMER LTD","Personal Care",178,240,"Personal Care",0,3
225,9556311891192,"Prodentalb Super diamond Head","Tradesworth Household Limited","Personal Care",70,100,"Personal Care",0,5
226,4902430678896,"Oral-B All-Rounder","P And G ","Personal Care",38,50,"Personal Care",0,1
227,4902430668057,"Oral-B Classic Supre Clean","P And G ","Personal Care",30.75,41,"Personal Care",0,1
228,4902430679800,"Oral-B Shiny Clean","P And G ","Personal Care",30,48,"Personal Care",0,1
229,4902430663809,"Oral-B Pro Health","P And G ","Personal Care",100,130,"Personal Care",0,1
230,8901120141029,"Everyuth naturals E. walnut scrub 100g","BRAND CONNECT","Personal Care",204,255,"Personal Care",0,7
231,9556311221159,"Prodentalb Active","Tradesworth Household Limited","Personal Care",65,85,"Personal Care",0,5
232,9556311222798,"Prodentalb Dynamite","Tradesworth Household Limited","Personal Care",99,150,"Personal Care",0,17
233,9556311222798,"Prodentalb Dynamite","Tradesworth Household Limited","Personal Care",99,150,"Personal Care",0,6
234,7610196005326,"Trisha Organic","Mela International","Personal Care",100,145,"Personal Care",0,2
235,9556311225065,"Prodentalb Explorer","Tradesworth Household Limited","Personal Care",100,150,"Personal Care",0,6
236,8901030547027,"Dove oxygen moisture condi. 180ml",Uniliver,"Personal Care",243.3,280,"Personal Care",0,3
237,9556311229049,"Prodentalb Inspire","Tradesworth Household Limited","Personal Care",65,95,"Personal Care",0,8
238,08901571005383,"Sensodyne Toothbrush Ultra Sensitive Soft","Organix GSK","Personal Care",64,80,"Personal Care",0,18
239,8941100644621,"Dove H.T intense repair shampoo 180ml",Uniliver,"Personal Care",155,180,"Personal Care",0,2
240,8901571005833,Sensodyne,"Organix GSK","Personal Care",128,160,"Personal Care",0,10
241,8901030622007,"Tresemme karatin smooth shampoo 190ml",Uniliver,"Personal Care",235,270,"Personal Care",0,5
242,9556311891314,"Prodentalb Progrip","Tradesworth Household Limited","Personal Care",35,75,"Personal Care",0,22
243,9556311221357,"Prodentalb Arrow ","Tradesworth Household Limited","Personal Care",35,80,"Personal Care",0,3
